xflr5 v6.11

 Calculated polar for: (Dicke 12.28%)

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.300 e 6     Ncrit =   9.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 15.250, 0.6457, 0.17658, 0.17337,-0.0267,0.0244,1.0000,-1.7824, 0.0000, 0.2765
 15.500, 0.6509, 0.18085, 0.17763,-0.0287,0.0243,1.0000,-1.7606, 0.0000, 0.2790
 15.750, 0.6564, 0.18509, 0.18186,-0.0307,0.0242,1.0000,-1.7411, 0.0000, 0.2815
 16.000, 0.6621, 0.18925, 0.18602,-0.0327,0.0241,1.0000,-1.7240, 0.0000, 0.2839
 16.250, 0.6680, 0.19327, 0.19003,-0.0347,0.0240,1.0000,-1.7099, 0.0000, 0.2862
 16.500, 0.6744, 0.19700, 0.19376,-0.0368,0.0236,1.0000,-1.6993, 0.0000, 0.2886
 16.750, 0.6801, 0.20050, 0.19725,-0.0393,0.0230,1.0000,-1.6739, 0.0000, 0.2915
 17.000, 0.6851, 0.20439, 0.20113,-0.0419,0.0221,1.0000,-1.6335, 0.0000, 0.2947
 17.250, 0.6907, 0.20867, 0.20540,-0.0442,0.0212,1.0000,-1.6039, 0.0000, 0.2972
 17.500, 0.6965, 0.21309, 0.20982,-0.0462,0.0204,1.0000,-1.5835, 0.0000, 0.2994
 17.750, 0.7023, 0.21757, 0.21430,-0.0482,0.0197,1.0000,-1.5691, 0.0000, 0.3014
 18.000, 0.7081, 0.22208, 0.21881,-0.0501,0.0190,1.0000,-1.5588, 0.0000, 0.3033
 18.250, 0.7139, 0.22662, 0.22335,-0.0520,0.0184,1.0000,-1.5515, 0.0000, 0.3051
 18.500, 0.7197, 0.23119, 0.22792,-0.0539,0.0178,1.0000,-1.5466, 0.0000, 0.3068
 18.750, 0.7254, 0.23579, 0.23252,-0.0557,0.0173,1.0000,-1.5438, 0.0000, 0.3085
 19.000, 0.7311, 0.24040, 0.23713,-0.0575,0.0168,1.0000,-1.5430, 0.0000, 0.3101
 19.250, 0.7368, 0.24502, 0.24175,-0.0593,0.0162,1.0000,-1.5458, 0.0000, 0.3116
 19.500, 0.7425, 0.24950, 0.24624,-0.0611,0.0155,1.0000,-1.5624, 0.0000, 0.3130
 19.750, 0.7482, 0.25395, 0.25069,-0.0627,0.0148,1.0000,-1.5857, 0.0000, 0.3143
 20.000, 0.7538, 0.25836, 0.25510,-0.0643,0.0142,1.0000,-1.6173, 0.0000, 0.3155


