xflr5 v6.11

 Calculated polar for: CLARK Y AIRFOIL

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.300 e 6     Ncrit =   9.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 15.500, 1.3577, 0.07167, 0.06580,-0.0281,0.0176,1.0000,-6.7447, 0.0000, 0.2472
 16.000, 1.3447, 0.08018, 0.07456,-0.0296,0.0171,1.0000,-6.8511, 0.0000, 0.2474
 16.500, 1.3318, 0.08888, 0.08352,-0.0314,0.0166,1.0000,-6.9494, 0.0000, 0.2479
 17.000, 1.3194, 0.09780, 0.09267,-0.0337,0.0161,1.0000,-7.0437, 0.0000, 0.2488
 17.500, 1.3062, 0.10717, 0.10228,-0.0367,0.0155,1.0000,-7.1209, 0.0000, 0.2503
 18.000, 1.2921, 0.11689, 0.11224,-0.0403,0.0150,1.0000,-7.1787, 0.0000, 0.2523
 18.500, 1.2772, 0.12716, 0.12274,-0.0446,0.0145,1.0000,-7.2054, 0.0000, 0.2549
 19.000, 1.2608, 0.13803, 0.13387,-0.0496,0.0142,1.0000,-7.1855, 0.0000, 0.2584
 19.500, 1.2417, 0.14999, 0.14611,-0.0559,0.0140,1.0000,-7.1002, 0.0000, 0.2630
 20.000, 1.2195, 0.16349, 0.15991,-0.0637,0.0140,1.0000,-6.9338, 0.0000, 0.2693


